defaulted_loan,client_id
False,DFLA7605455152964
False,RAKB4579443563799
False,MSDO5990408087958
True,BFBJ1737611515863
False,JYNK9443340865710
False,ZYHM9623810890067
False,XFFH5855754310803
False,VMNA6847124015446
False,WQRQ3027027942676
False,DUVK1980732494637
False,MXRK4569256789080
False,YZZZ6764781612627
True,GXDC9296795004312
False,WZIM5143378621449
False,BHQJ8560811456776
False,ZJSS2621530378104
False,JDPV8148000276137
False,WHFM1751013145063
False,SOOG4381270913182
False,YFYO1001613504458
False,FGWM8725244009370
False,ELPU8475516195942
False,ZFPJ5221679383854
False,LJXT8745695161194
False,IAJK3341757675830
False,WZTR1204999227523
False,RVEU3736938379232
False,AUCL7039435141689
False,IHDA7401724201995
False,OEOV8684656872683
False,XCOC4199935820257
False,SCNW2936515589828
False,OJBZ7341662522207
False,JNGU7128999248375
False,HJBA7711609143912
False,FTCP4804776996594
False,SOIZ0660974724452
True,ZZTD5282630498236
True,NRRG8870331680937
False,HOXD4925256784142
False,QFDA2481440261894
False,XVWW5435037377727
False,LOAA4553398026200
False,VBDL9121884401547
False,KBJZ6332319251983
False,CWXS0093231472920
False,GZTE6915041818469
False,LNZW2952408779500
False,HYTU6683209984654
True,BONP1623517794980
False,ZPOJ1109521856853
False,WHQN6692412548762
True,ILHD4125910454864
False,EAZH7495176663482
False,ESJU5780404029241
False,LYFD0890695566210
True,GCPI9875211445822
False,PYII6495818102856
False,SDHC3097733261436
False,BSNX1180957621418
True,WUUY5612467626941
False,YUDG4130621167695
False,GEHT9085049830123
False,YORF0952372392442
False,QHYX8930677471111
False,LHJW8475656320435
False,PMHY1713027840845
False,JQZG2535371097934
False,EAWB4736559471212
False,JNAH2468080664626
True,VXJI5300669622658
False,XIQC5572970403052
False,XBUL6354267204469
False,UREV0509408889375
False,MABO3876613812411
False,XTME8834730244373
False,CQRR4997741113512
False,ARAV9355689504857
False,WPSF4970265605316
False,YXVX5872412624256
False,TGVT1728195417246
False,IHMZ3296422894939
False,UDBS5602597832671
False,MRRH9335463349443
False,DEDO6907819658000
False,EDGY2243402418362
False,CCPX7072732010189
False,NFIW4013833740948
False,XZKY2952253443611
False,GDAA9875301280780
False,TEBF2629591348709
False,XZAL6618998301735
False,BWCK2176036474843
False,OZSB4176411129007
False,JJGB9055768311557
False,KBGG4164702930972
False,CQSC6558846568946
False,AOOJ3263340138559
False,IUFV0398927693470
False,FTGT1027568917599
False,GTRK3493452157736
False,SBDV6527594452439
False,GTTV9329282263128
False,JJYY5518622833823
False,BPPX1886552136592
True,DVLT2237972701097
False,WAFG6946024114746
False,TJNC9687200465990
False,SQNA1902609408812
False,KTZM0015090122239
False,RZOA4663939614902
False,DRWB3356366587215
False,UVUW7847776961634
False,TQGA5602064729105
False,CHYB2520493845797
True,BMTB7045246417058
False,DZHY8611054027002
False,VBQK9868738227219
False,UHHV8320807348554
False,HCNC3006406359809
False,SJVT1352645095681
False,FICZ4768380943249
False,SQWQ6468433296649
False,YGWY2369299003859
False,GAAY2438420671405
False,AFLG1486200080952
False,QLRC7037785916226
False,KRFM6172862602465
False,JHFM6784344437956
False,VBUC2535443300606
False,MQAE5399408102946
False,YTJW4560611519162
False,KRKB9269756324836
True,CLUY0281928775000
False,LJMZ3099865888163
False,GZFQ9412919842824
False,NHHR5843081881887
False,KHOT6784200163527
False,CBVQ6447087038703
False,JHOJ9641455445942
False,HFBR2231119333525
False,TEPT1514666695488
False,LDJK4537670685094
False,POPI5138436493157
False,WVIU9774935225264
False,VBAG4126044132391
False,FAOD0934413536288
False,DEXJ5083195960179
False,KYKA6660513796704
False,AMPZ1013372114466
False,VCYS6415343084432
False,ZVPQ5082821829513
False,AIVB2005719038116
False,KPBA5152351334933
False,CJGF2770370127371
False,IZVX8803939981837
False,JZQC5961222931534
False,WAHD3618132230653
False,JUNB0374361724389
False,YNEY6924155270302
False,EJVZ5846504341117
False,BGMW7951456206272
False,HLGL4666117048781
False,LFSL7308590478430
False,QVIB5077213035255
False,LTCU4653467008215
False,FBSA5409112905527
False,DTKJ8030753584221
False,PLCE6729024586391
False,JTUH0724309059888
False,IYTG7506387587685
False,UFQJ6937655247605
False,ZGKV8435674322389
False,WTQO2201192703914
False,XUBS9981064812072
False,RXXS9727131452737
False,CSLI3233872699055
False,XYME0848768959389
True,NQBQ5936532477961
False,CVTI8589663681090
False,VAXR5336001518506
False,LKIZ9501729375721
False,XKPW7834719181342
False,MTBG5886385713593
False,ZISA9181904356354
False,WABV3127933427246
False,WSTP0748058664930
False,QLTE8076563187347
False,DODH2105484210326
False,RRWK1290778378465
False,RUZU2425400449635
False,KFOE2869134955870
False,LQLF6553204376525
False,EECW7835185998354
False,GPTI0361102199501
False,GEZY9391415863288
False,UUOY8612994062036
False,NCAP1774602004500
False,RNMQ1856795960832
False,DUNA1595565572851
False,QLUG4945310091526
False,WMVG5448947113841
False,LVPM3162562346396
False,MRWJ9127952798314
False,JLRL4032675055305
False,ETVF2435750449169
False,SEUO9921327230365
False,KZTB7833350525464
False,GMCD7674138800075
True,WNTZ7010477888317
False,TUQD6136508576035
False,CKHG9754587607009
False,UJIY8238041659178
False,LKRK7760866649667
False,UZMR1406907260812
True,EIVP6011333314620
False,XWKG0312586352928
False,EQVD2429271003393
False,EQCJ4508771010220
False,ICNU9391845671454
True,PVQV9303663398484
False,OWWC1448191343914
False,DUTO2386375100472
False,WAXC0147541116976
False,PKIQ6065240626980
False,JHMF5444890237258
False,IMRW9075111953023
True,QDHR5399754778688
False,ORZN1985915038582
False,RENG6811935254232
False,YJLF5477745295741
False,FPPL2423084482023
True,XPAB9904845038693
False,APVY7742565389669
False,MMMU9344359585222
False,RMUC1114890848358
False,MPFC4619187414388
False,MYDJ6716675537556
False,ZIBE6209211708344
False,HNBB0489726460072
False,GWQI7161800623204
False,EZMO4668309107603
False,MUIH8770118281959
False,PHEN3229905261222
False,ZCLY8468379242985
False,AZBU3797919009663
False,PRSO9731302765613
False,NOWB0892384706570
False,WGPK1774047655187
False,KJBG9075177446759
True,JOOY9072498818738
False,JSAV7017488320181
False,NRAU0374599479440
False,GDDB4064071756053
False,YMBC2511854202936
False,EDDG4307238309928
False,ILKU3923651675676
False,SMSL1015816811139
False,NHKW1801866907780
False,HQEK0998812356161
True,PJPE2493958279392
True,DDML7474016626287
False,IHED6959753463539
False,ENLR7473594131777
False,JTQU4480105736703
False,IONS5526822842926
False,DRXW0677805907103
False,JEFG3684064034888
False,MFCO2101121856709
False,DJRF9527450511877
False,XMEI8179544780244
True,CRKA8838825522076
True,YXLA4520913243959
False,YPGC1353130235721
False,XENA0137712186857
False,BSTD7828513093092
False,OZFV4075016950136
False,YCXZ7494643631799
False,WCKS2466943179024
False,TBYR8241750409333
False,YKSQ3762219653352
False,ZYUF1191792377785
False,WOJP1070078910793
False,BVLC8968263290149
False,ABLX7263040466141
False,KMUE0219180320317
False,AUEY8570042158300
False,STLI0227142989418
True,GJDE7897781722156
False,SPRV2512448127636
False,ROTK1058505125175
False,HZCW8565304983742
False,BFUC7142553666721
False,QHPZ8820616575797
False,PDVK5019894725991
False,KITN0819286767971
False,TYAA0466047699739
False,AIUX4522047465483
False,SETI1859029101819
False,IDNC5949694183931
False,WDHE7375361192955
False,FZMW4796640834542
True,MZYD5871793942915
True,XKJT2106652120374
False,IHIJ1529618117711
False,JYBG6026653425892
False,VKMV9524458843285
False,RCPV4321451990057
False,JVGF4673455653868
False,PUON0237276425783
False,FKQH3088701283647
False,ULTX6467009800308
False,USCT7138646916971
False,XBFZ9957400561469
False,OFSY3108868523275
False,VJCR1681186200094
False,FMVE6538445153862
True,XAZZ0730324991284
False,DYRS7437588406564
False,XVOV0672384052258
False,RFLE8305867328922
False,DHVH1080163884165
True,BSTM8403453353908
False,JSPM7022212087008
False,DTXO7111533219699
False,CTRZ8608000904155
False,WTLH0697421468361
False,KZHP2984571383989
False,ETTC0165240373853
False,XNKJ1727050186281
False,SDWQ4207911055686
False,GYRY7746961323101
False,GHVS2923087365160
False,QAGD6878466936487
False,UOAJ1781312271226
False,BTJL9662637149991
False,PYWE8901688879723
False,QFGW6937229150957
False,OGTX5765298090834
True,QMIU1373457367480
True,LWWP1014290202226
False,ZKNQ8860124752264
False,EXKC3737336131836
False,UXOD3608801918445
False,KRJD4602990109973
False,UEQQ9600112485690
True,WIDP5764467322417
False,FDNJ4630922742033
False,UDPX3888997399698
False,RWLF3020703433062
False,BMCY0656303251767
False,PHHR7291454916108
False,QXEK9814978109840
False,TYAP3938823081907
False,BCAX1693974775537
False,DLNZ2420947601835
False,MAEK4690787896870
False,XWLX9497577797748
False,ZMJD4735479167819
False,CVAQ3133554815276
False,RGNQ2939207290201
False,LDMY2028305611903
False,TZOY6153467564408
False,TEZL1129315401991
False,JKKM6971806510575
False,VJRT1726286352415
False,MVDL0868236816754
False,TLDV6242838946726
False,UUUX0350094712858
False,JMCV4369984441010
False,QRGD6485366332347
True,OYQA5858683112612
False,SCUT5866066500803
True,LKMJ9231129638247
False,UGFB1845763320520
False,FMYU6637417076499
False,GEJL6639805495046
False,UYLE3247948199145
False,DFWU7888152987429
False,SGRH2777739023688
False,CTIG6996554635108
False,CQOA5113272534971
False,CRPB1711773303802
False,DQXW8283657326096
False,VNJC3537449733485
False,DQJK8048357223991
False,BXCP4898833841329
False,FTYQ1223845575704
False,TPAA5557891444346
False,HVXJ3431331418005
False,WUSS9238953678447
False,HHPJ4737744176567
False,CNAS0339104449793
False,GBAR9292621418446
False,FBDG0358114086960
True,ITJV2010109490508
False,WFRH6439113879244
False,INFF6889167164211
False,XTCN5644662110555
False,GEVX2315364567981
False,TGWC6697094149424
False,MAKA8315665516589
False,AYQU5281302023434
False,GLXX8174473138724
False,TYTY0345417746912
False,AZWJ8148797047774
False,ALGX7589888974050
False,ZXTB0757330404204
False,YPMO9970343587808
False,GXRY6271413376763
False,WCGY0930874993454
False,VCUW1092053039963
False,ZAOE5850813864629
False,QTAS4907776692908
False,PSMN6716704112617
False,TIUD9238663337171
False,SELJ0425430889729
False,GYPF0694766654307
False,ICBR1121352354455
False,GIYB6277171869912
True,SWDJ5690900051744
False,BDPJ2825597772237
False,KPZS9140622599856
False,WCYU0792261542201
False,ATLP5546217508506
True,FFXN2291595551132
True,SFWB6308457798388
False,POKA3986324867990
False,RLGU4004433721082
False,QWBO9314460743997
False,UUSO4049451670048
False,SIUZ1345718178640
False,FOLK4809820913547
True,LVUI8583640752368
False,YYQQ7679705771304
False,XLUX6716917735479
False,TQAU1940834444012
False,AWRU5417652529917
False,YAQI7871157105999
False,YVIG5370576230589
False,EGFM8781387442038
False,AOGC1587174441635
False,GGEZ9024717033230
False,GXXO4370933215088
False,ZTNC8001207288651
True,GPEG5365075682109
True,AJIX3497815359157
False,FPVK5977606653885
False,BEUX2205678500430
False,BHTW1146570089653
False,KUFR2920003961696
False,VCOX1053274241508
False,SYMD2453210610376
True,NPMX5058951306615
False,EOIE0059340891466
False,GOWI2924901623545
True,KIIW2493086225343
False,KVHG2710604733373
False,LYWQ0010428895031
False,WHMW5563816757244
False,JJWC5506463111786
False,TFDR6761673089095
False,BYVS9651923754452
True,QLMG1960575064295
False,LKPN4348497871409
False,FRSI6793422593376
False,KKFA2888867914060
True,AAUN3487132789147
False,FNLO7148422064604
False,MSVC1674183181017
False,BWYG3438049669479
False,BXZF6919739951622
False,EFIT8374249228012
False,FKPG7194699937945
False,BZDD1370427712519
False,LQTQ9958145297514
False,AWMP9030591864712
True,UQEU2015213960787
False,QIVP1634513318007
False,WCVN9955429455785
False,FRRE8768452093616
True,YSHD8046970175106
False,NHVU3876651800438
False,ENVA0166527382034
False,ODQQ1431471872721
False,JGKR1086534412206
False,DMRL2431482936833
False,PCGT8866280117665
False,QGOT5104331575188
False,JXBX6499226416816
False,BPVZ8676064820735
False,AIVC5028004507764
False,PAUE0815767895843
False,XZCS3187709112333
False,VOTG2307030227258
False,BDFJ1782235339242
False,WHLU4084453904857
False,BJHU5488441469977
True,SEVZ2612293293547
False,CZSB1693902292414
False,SXIT4851515759985
False,XILV3017612476314
False,MOCY6649053983610
False,FOLA5390500492338
False,DPFL9511029316322
False,JKNZ6862959123357
False,PYDX9057883185461
False,ETSY0949145593302
False,YJEP8364419239527
False,QBGT0127771285491
False,FKYN4300160591349
False,BAXU3460599849362
False,BPFD1761273266483
False,NCCJ3871014362199
False,KTTJ3747484923250
False,YACF1408341563943
False,HGVC8259362070782
False,VEHW7522356955783
False,EFVY9431154685874
False,OGIE8225490694305
True,PIVE2611589732701
False,GVBF0567094559372
False,POKJ6497645262838
False,TOGP3726412732923
False,ZGNI4029400787703
False,PETY9864135076854
True,KFUC2326419240737
False,NSEL6997884005741
False,OKTZ2275356122850
False,QNSP4637089147042
False,UXKL0995043672834
False,QXOY4302418456571
False,FMFE9551759959330
False,UVUG2447307877698
False,HVNZ6370441788880
False,VBJX1289148881372
False,CGYD2061796262431
True,USOI9937746601112
False,GXSD3878413156992
False,LMXP8299176148737
True,ACDC9062510658674
False,HLST7988759526250
False,ROLL6349246509133
False,LIHD2713517972278
False,TXNI3774796115324
False,BXBT2123114029728
False,AZHY6719988935710
True,UJJB9966916983586
False,ZOJQ2776342782767
False,ESLC4752437205850
False,ZTDM2068330253892
False,OMFM1796840820838
False,AQTY3825052449742
False,FGMH0816567977446
False,VYLY6276567896449
False,NLIF4500782328229
False,ERIO8858866156162
False,SWZT6253739767935
False,KHGW8069389754301
True,YWZS5368933139264
False,DNVJ1007473359829
False,IAIG6347611756420
False,AHIT0020519605915
False,MAQS7847010803150
False,KXAG3913099400345
False,XFGZ9785326250600
False,CNZN7077164498606
False,UOWO2789320655649
False,OODN8274804857054
False,TZAT1613434299862
False,NNOC2886291774793
False,QYKR1491792062061
False,WSEW5526818859933
False,YAHK1391219532154
False,BUVK4815619956622
False,ZZYY0634548412477
False,KRME1241957183309
False,EYCY0136230109435
False,TENW2361966392124
False,SFKM2193749192852
False,HLDV2070301142841
False,XAHZ7096249509228
False,YKVL5701776726081
False,CDUK0968608530160
False,BQSN6749829640619
False,GCXN6136143472700
False,ZLLI0614278528688
False,LVAS8881658047435
False,AFLC2153164005621
False,DKGH8304726344922
False,YFNZ8545647413182
False,WRQJ0734732047779
False,JEOF8519298183794
False,XNSL2006561214014
False,GJRS7570629194819
False,HMNP3602357050112
False,WHPY1392190139318
False,TLNP8902447876949
False,SUMB2305641448729
False,YXPR8236390271604
False,JKTY0680653156228
False,KMVO1544645516194
True,IXET1699943974125
False,IUGH6392056358389
False,HVFX4263308162178
False,SCMU6998196762583
False,ZGMU3347191665597
False,EKTP2477057256036
False,VOUD8687475942060
True,STBD6726075671161
False,HGRH7861664806437
True,UKGB2858284688697
False,WZCW6647401515091
False,MXWL5848908075576
False,ELYN6627044429199
False,AACH1415991340468
False,OPHX7899080815034
True,XPIG6628797494539
False,CWYT1804329307900
True,BBJQ3446006997668
False,ZZZG9210085064173
False,QKWK8329822836423
False,MSHD6515475546211
False,LJDW7446725261552
False,SZUV0030350935188
False,AYGM9529213485999
True,JOQY6442304655552
False,RWCT4653550233280
False,WTNW7581046733783
False,UGLZ8607675453149
False,UMFT2796566705847
False,IRJB1059653227350
False,WWUJ2413168624584
True,CCWL5499847186538
False,FBPY0153290966252
True,CYFS3368146595029
False,JQRI6224432847708
False,XVHK8511030379470
False,UOVD7593204911504
False,ABJZ5743591976015
True,NWHL3400594756585
False,CHNC7815770219600
False,OTPH0077696847585
False,VWZD2477144048629
False,KQYR8178091263544
False,WIWP6679910848027
False,XSBH8042363093219
False,SAFL2065057552893
False,AZZI6130084361011
False,MMMU6846951650328
False,AMPP4470311368153
False,XSPF3276994372008
False,XCYP5302824413438
True,WMNO3435516816399
False,ZCRI8076822840812
True,WMDP5730318294222
False,KBWO5624361210739
False,OOWO5122537570167
False,EOAZ2823676784407
True,QLZO5203911448805
False,ZPTN6121526869100
False,DQFQ6761014425425
False,RATV3836059739588
False,GJVA8853135989182
False,SGBU0786127231798
False,TPAZ8504755603203
False,IRAP9523739757036
False,WJVH5006603907582
False,ZJUZ9530101290870
False,KQQW4742927102013
False,SWOS7408569886492
False,PJWC8530186923351
True,YXLP6813461846686
False,KFOJ9473345244071
False,LUKN4140463669638
False,GWFM9178692353508
False,JAMC6234863936644
False,VDWN2176953951414
False,SBGH0713505376801
False,QTHE3915436002786
False,KLAD7118254159391
False,HBGA0880884458351
False,SFJK2622690425541
False,ALXJ6918726219205
False,BNRE7949059503864
False,AKNY3677949777485
False,LCRZ1341895821853
True,DMFF3322489169318
False,AVRM4302725702178
False,DJYL8291580505775
False,OSIE0087249632847
True,NNRE8649105895402
False,DZRJ1264728528106
False,GTBZ8222159114150
False,AZDE5129841022305
False,GCGQ0197552010468
False,MCOC3032517931550
False,ETHY2391369334440
False,JSMH4096517484831
False,LWXE8426410238245
False,RPOV4190806801786
False,VKAQ8379088853043
False,RZCV6172344664976
False,AXZB0070334390789
False,ISSL0477117371958
False,CGWG2383113188044
False,PJSL2206572433346
False,KQHO0286614754005
False,VHNB9758045587396
False,YRQN8598741497435
False,LJLL7975533699784
False,PMYG9977936787890
False,MRHW5476103035852
False,XOYH8253170952286
False,BBIP5373333212494
False,SGHS3344306307474
False,YFEO7799784481605
False,KJAG8947538362753
False,FWXU6589520845209
False,OJLT7469803536352
True,YXCQ7526563470929
False,KUFJ7142775690942
False,NEWZ7292200932763
False,LTJE2412832355311
False,DHAI5804942066239
False,VSSA4939176560760
False,AWQI5221990935290
False,AMKY8020043069746
False,OPTC5153402475438
False,EFPV7288163710749
True,QARX9678147084590
False,BJUY3097490996290
False,DKNK9680240406575
False,QVJN0376645143780
False,RBSJ5424701219000
False,PKGQ2554977289593
True,ZHUZ0786712811829
False,RTSL4463375929200
False,RUBG7241150114427
False,WVCZ1864483668836
False,TNQH4418020886140
False,GXHI9922797548702
True,QBWA6626575186835
False,YNET9419380439553
False,YNAR0709281562302
False,JFLI8058201334226
False,WLWJ5958326851523
False,QOKR2640420124505
False,OWFZ1332603245572
False,LBAC4902674635011
False,XNXK4801065849613
False,LWEC6583174500209
False,BCJJ7020080699179
False,NKPR5793174033662
False,ESDE5493884682589
False,LFJR9250715274202
False,DFDU0992824154612
False,LIJU0549338418641
False,TKSD7810629324731
False,FISA5416846771883
False,YKUE1026081424442
False,DFLL5801652815915
False,CAAM0786252960446
False,NSRN8356328138305
False,SIWN7836990542618
False,RXUW9803098202944
True,PJAL1808770322168
False,IZFS8872679039592
False,JDGV6203594507625
False,WMUG5201373167368
False,OAWZ9058865880452
False,EVMG7389669439664
False,QGKV9070400069498
False,PNDM9038796959510
False,EULM7579248028446
False,JONR2847671972816
True,JGRI6861830330745
True,HBIT5011985797484
False,FZKF5942557529977
False,PETZ3923403398140
True,LFCL0755208112880
False,QFIH5113226868425
False,QLYA8131288521972
False,MBUS7494108168730
False,SLEL8855664254754
True,OXFV8756370139966
True,RKPI1022940389044
True,TLBH7488913255534
False,MEWO9201274678122
False,FSUN0689143895443
True,QUAJ3403694480414
False,JRHT5356338198948
False,XMJH6374317309953
False,MRRJ1313911209928
False,YAGP1806667114635
True,PUNG8644385205038
False,WNGS5845675389498
True,ADUI2792126009523
True,WNGT9142437360964
False,AYYC3301646246337
False,LVNF8700402518109
False,EHPI5908094253981
False,IXRO6909821564161
False,IAKU9319205074798
False,TRVL1796728545902
False,HSXA6954508462498
False,NGKG2617904947804
True,QVVC8270711255424
False,DVPU4198909841258
False,JKPB6954475181748
False,VUEI8188025855721
False,EHFI1477542333796
False,MYUY7596364963069
False,DVLL1322791908427
False,TASE4458266543020
False,BKPN0391823642428
False,PMDG5758412677255
False,XLZA8913146602953
False,LOXG8234917489660
False,MYZU6596694742705
False,MUBP8737709929552
False,CIEX7398756243814
False,IGPN0108108722992
False,VXQD0406930052340
True,CCVB9652700449451
False,EFZH7931448318027
False,URLB8649367025440
False,UUVJ1351210280427
True,PMQV2776465882759
False,TSFJ3160866461365
False,LOFS3492119579771
False,BUHM5526083924808
False,FDIF6111543299301
False,SWMT1107869349906
False,RJYS4309116129917
False,ABYI1739316903160
False,ERFZ5005509526558
False,NHSU7330113402470
True,ZVJS6910236230882
False,QOYN8641856955111
False,SXQY1360929600263
False,YWTJ0355589786586
False,LDBS3454942787455
False,KLBI9760185110142
False,WBBF9284086780199
True,YRDQ3674900825902
False,DKAN4329081165637
False,QVCO5747411271102
False,VCMU8441205295202
False,RCYU9174924024548
False,LGBP1202736378031
False,WSJZ7152561950417
False,WAZQ6652509538695
False,DCGX2269629703954
False,EFWR4623839102729
True,RTDD3467942021642
False,VTDL2319038001241
False,NJWV9635264096839
False,WELP4782534258375
False,TEKJ5563522808550
True,XKZZ3252708844930
False,XKMU8702550614033
False,ZJSN5768907335875
False,QWBD7804907348443
False,GNEC1317195180743
False,CPKI6097360401950
False,AZSZ9587024789026
False,DJBD7599911694610
False,JHTJ5770527390992
False,ATSQ9249005018215
False,LMAD8246857995536
True,DGIZ9976903261937
False,WJMH1212737145455
False,UBQH7321168991737
False,JZRF1903359469701
True,EJYA7144257866182
True,PYPP3480730981853
False,PPAW3543286567691
False,IOXS8584078770471
False,BHEL2252525886464
False,AKAO5089731641955
False,MCVW7713346324605
False,KWVE4011817067683
False,SSTK2896615956032
True,RGQI3689774202703
False,STZQ5251408114107
True,IDAL6845324577261
False,TINF0823904133768
False,FKGD6430038092374
False,FIFZ9614407092095
False,VKBX0411429199423
True,NKIZ6518932700070
False,HWTW4546197498403
False,BYRK0290517472335
True,MWFD2095267212992
False,NMYA5273408179348
False,VQGM4453194950911
False,UKGS9694989647574
False,WGGL6297263043029
False,YZRL2160970154029
False,BUGT6848186842655
True,JLSO1405558932311
True,ICNM8250564790740
False,FCNQ9014955015647
False,JPPD5086937779861
False,QERQ9984186117040
False,ULFQ3585194953325
False,OOPS9275824601974
False,HXVK5518768497526
False,TRHY4004392366057
False,TUTH6439161960486
True,FKYF0755474742287
False,HRPV2652947038686
False,CYLQ5857940912807
False,YFMX9055283376465
False,YCXS6028133649983
False,OHRF1959068928639
False,BVPH0893154793014
False,LEQT7909294179074
True,ASGD9748745402632
False,JLYL0618353448491
False,BHWR7440319040811
False,ZPKL2438694736237
False,XJBN5013559264249
False,TUMO7999271274141
False,ERCP7465699552644
True,XJDQ8823021650002
False,JNTY1746829222411
False,HOFM0478512816330
